        Date        , GPU Clock [MHz] , Memory Clock [MHz] , VCE Clock [MHz] , GPU Temperature [°C] , GPU Temperature (Hot Spot) [°C] , Memory Temperature [°C] , GPU VRM Temperature [°C] , SOC VRM Temperature [°C] , Mem VRM Temperature [°C] , Fan Speed (%) [%] , Fan Speed (RPM) [RPM] , GPU Load [%] , Memory Used (Dedicated) [MB] , Memory Used (Dynamic) [MB] , GPU Chip Power Draw [W] , VDDC [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2021-07-03 09:36:49 ,          26.0   ,            178.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   39.0   ,                   39.0   ,                   40.0   ,              23   ,                   0   ,          1   ,                       1413   ,                      104   ,                   7.0   , 0.7813   ,               36.1   ,                  3470   ,
2021-07-03 09:36:50 ,          26.0   ,            183.0   ,          33.0   ,               38.0   ,                          37.0   ,                  41.0   ,                   39.0   ,                   39.0   ,                   40.0   ,              23   ,                   0   ,          5   ,                       1413   ,                      104   ,                   8.0   , 0.7813   ,               36.1   ,                  3470   ,
2021-07-03 09:36:51 ,          26.0   ,            171.0   ,          33.0   ,               36.0   ,                          38.0   ,                  41.0   ,                   39.0   ,                   39.0   ,                   40.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   7.0   , 0.7813   ,               36.1   ,                  3470   ,
2021-07-03 09:36:52 ,          26.0   ,            170.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   39.0   ,                   39.0   ,                   40.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   7.0   , 0.7813   ,               36.1   ,                  3470   ,
2021-07-03 09:36:53 ,          26.0   ,            170.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   39.0   ,                   39.0   ,                   40.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   6.0   , 0.7813   ,               36.1   ,                  3470   ,
2021-07-03 09:36:54 ,          26.0   ,            170.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   38.0   ,                   38.0   ,                   40.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   6.0   , 0.7813   ,               36.1   ,                  3470   ,
2021-07-03 09:36:55 ,          26.0   ,            182.0   ,          33.0   ,               36.0   ,                          38.0   ,                  41.0   ,                   39.0   ,                   39.0   ,                   40.0   ,              23   ,                   0   ,          3   ,                       1413   ,                      104   ,                   6.0   , 0.7813   ,               36.3   ,                  3468   ,
2021-07-03 09:36:56 ,          26.0   ,            178.0   ,          33.0   ,               36.0   ,                          38.0   ,                  41.0   ,                   39.0   ,                   39.0   ,                   40.0   ,              23   ,                   0   ,          3   ,                       1413   ,                      104   ,                   6.0   , 0.7813   ,               36.4   ,                  3469   ,
2021-07-03 09:36:57 ,          26.0   ,            175.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   39.0   ,                   39.0   ,                   40.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   7.0   , 0.7813   ,               36.3   ,                  3469   ,
2021-07-03 09:36:58 ,          26.0   ,            176.0   ,          33.0   ,               36.0   ,                          38.0   ,                  41.0   ,                   39.0   ,                   39.0   ,                   40.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   6.0   , 0.7813   ,               36.3   ,                  3469   ,
2021-07-03 09:36:59 ,          26.0   ,            181.0   ,          33.0   ,               36.0   ,                          38.0   ,                  41.0   ,                   39.0   ,                   39.0   ,                   40.0   ,              23   ,                   0   ,          3   ,                       1413   ,                      104   ,                   8.0   , 0.7813   ,               36.3   ,                  3469   ,
2021-07-03 09:37:00 ,          26.0   ,            170.0   ,          33.0   ,               38.0   ,                          38.0   ,                  41.0   ,                   39.0   ,                   39.0   ,                   40.0   ,              23   ,                   0   ,          0   ,                       1413   ,                      104   ,                   7.0   , 0.7813   ,               36.3   ,                  3469   ,
