        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , Fan Speed (%) [%] , Fan Speed (RPM) [RPM] , Memory Used [MB] , GPU Load [%] , Memory Controller Load [%] , Video Engine Load [%] , Bus Interface Load [%] , Board Power Draw [W] , GPU Chip Power Draw [W] , MVDDQ Power Draw [W] , PCIe Slot Power [W] , 6-Pin #1 Power [W] , 8-Pin #1 Power [W] , Power Consumption (%) [% TDP] , PerfCap Reason [] , VDDC [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2021-07-01 15:09:25 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1350   ,            155   ,          0   ,                        3   ,                   0   ,                    0   ,               13.5   ,                   2.3   ,                2.2   ,               7.2   ,              0.0   ,              2.3   ,                         5.9   ,              16   , 0.9620   ,               33.5   ,                  2289   ,
2021-07-01 15:09:26 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1350   ,            155   ,          0   ,                        3   ,                   0   ,                    0   ,               13.4   ,                   2.3   ,                2.1   ,               7.1   ,              0.0   ,              2.3   ,                         5.9   ,              16   , 0.9620   ,               33.6   ,                  2289   ,
2021-07-01 15:09:27 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1350   ,            155   ,          1   ,                        3   ,                   0   ,                    0   ,               13.3   ,                   2.3   ,                2.1   ,               7.1   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               33.6   ,                  2288   ,
2021-07-01 15:09:28 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1320   ,            155   ,          1   ,                        3   ,                   0   ,                    0   ,               13.3   ,                   2.3   ,                2.1   ,               7.1   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               33.8   ,                  2288   ,
2021-07-01 15:09:29 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1350   ,            155   ,          1   ,                        3   ,                   0   ,                    0   ,               13.2   ,                   2.3   ,                2.0   ,               7.0   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               33.8   ,                  2287   ,
2021-07-01 15:09:30 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1350   ,            155   ,          1   ,                        3   ,                   0   ,                    0   ,               13.3   ,                   2.2   ,                2.1   ,               7.1   ,              0.0   ,              2.2   ,                         5.8   ,              16   , 0.9620   ,               33.8   ,                  2287   ,
2021-07-01 15:09:31 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1380   ,            155   ,          1   ,                        3   ,                   0   ,                    0   ,               13.3   ,                   2.3   ,                2.1   ,               7.1   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               33.6   ,                  2287   ,
2021-07-01 15:09:32 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1350   ,            155   ,          1   ,                        3   ,                   0   ,                    0   ,               13.3   ,                   2.3   ,                2.1   ,               7.1   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               33.5   ,                  2287   ,
2021-07-01 15:09:33 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1350   ,            155   ,          1   ,                        3   ,                   0   ,                    0   ,               13.3   ,                   2.3   ,                2.1   ,               7.1   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               33.5   ,                  2287   ,
2021-07-01 15:09:34 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1350   ,            155   ,          1   ,                        3   ,                   0   ,                    0   ,               13.2   ,                   2.2   ,                2.1   ,               7.1   ,              0.0   ,              2.2   ,                         5.8   ,              16   , 0.9620   ,               33.5   ,                  2287   ,
2021-07-01 15:09:35 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1350   ,            155   ,          1   ,                        3   ,                   0   ,                    0   ,               13.3   ,                   2.3   ,                2.1   ,               7.1   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               33.6   ,                  2287   ,
2021-07-01 15:09:36 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1320   ,            155   ,          0   ,                        3   ,                   0   ,                    0   ,               13.2   ,                   2.3   ,                2.0   ,               7.0   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               33.6   ,                  2287   ,
2021-07-01 15:09:37 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1350   ,            155   ,          0   ,                        3   ,                   0   ,                    0   ,               13.3   ,                   2.3   ,                2.1   ,               7.1   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               33.8   ,                  2287   ,
2021-07-01 15:09:38 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1380   ,            155   ,          1   ,                        3   ,                   0   ,                    0   ,               13.3   ,                   2.3   ,                2.1   ,               7.1   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               33.8   ,                  2287   ,
2021-07-01 15:09:39 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1350   ,            155   ,          1   ,                        3   ,                   0   ,                    0   ,               13.2   ,                   2.2   ,                2.1   ,               7.1   ,              0.0   ,              2.2   ,                         5.8   ,              16   , 0.9620   ,               33.8   ,                  2287   ,
2021-07-01 15:09:40 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1350   ,            155   ,          1   ,                        3   ,                   0   ,                    0   ,               13.3   ,                   2.3   ,                2.1   ,               7.1   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               33.8   ,                  2287   ,
2021-07-01 15:09:41 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1320   ,            155   ,          1   ,                        3   ,                   0   ,                    0   ,               13.1   ,                   2.2   ,                2.0   ,               7.0   ,              0.0   ,              2.2   ,                         5.8   ,              16   , 0.9620   ,               33.8   ,                  2287   ,
2021-07-01 15:09:42 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1350   ,            155   ,          0   ,                        3   ,                   0   ,                    0   ,               13.1   ,                   2.2   ,                2.0   ,               7.0   ,              0.0   ,              2.2   ,                         5.8   ,              16   , 0.9620   ,               33.8   ,                  2287   ,
2021-07-01 15:09:43 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1380   ,            155   ,          1   ,                        3   ,                   0   ,                    0   ,               13.1   ,                   2.2   ,                2.0   ,               7.0   ,              0.0   ,              2.2   ,                         5.8   ,              16   , 0.9620   ,               33.8   ,                  2284   ,
2021-07-01 15:09:44 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1350   ,            155   ,          0   ,                        3   ,                   0   ,                    0   ,               13.1   ,                   2.2   ,                2.0   ,               7.0   ,              0.0   ,              2.2   ,                         5.8   ,              16   , 0.9620   ,               33.6   ,                  2284   ,
2021-07-01 15:09:45 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1350   ,            155   ,          1   ,                        3   ,                   0   ,                    0   ,               13.2   ,                   2.3   ,                2.0   ,               7.0   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               33.8   ,                  2284   ,
2021-07-01 15:09:46 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1350   ,            155   ,          1   ,                        3   ,                   0   ,                    0   ,               13.3   ,                   2.3   ,                2.1   ,               7.1   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               33.8   ,                  2284   ,
2021-07-01 15:09:47 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1320   ,            155   ,          1   ,                        3   ,                   0   ,                    0   ,               13.3   ,                   2.3   ,                2.1   ,               7.1   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               33.9   ,                  2284   ,
2021-07-01 15:09:48 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1350   ,            155   ,          1   ,                        3   ,                   0   ,                    0   ,               13.3   ,                   2.3   ,                2.1   ,               7.1   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               33.8   ,                  2284   ,
2021-07-01 15:09:49 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1380   ,            155   ,          0   ,                        3   ,                   0   ,                    0   ,               13.2   ,                   2.2   ,                2.1   ,               7.1   ,              0.0   ,              2.2   ,                         5.8   ,              16   , 0.9620   ,               33.6   ,                  2284   ,
2021-07-01 15:09:50 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1350   ,            155   ,          1   ,                        3   ,                   0   ,                    0   ,               13.3   ,                   2.3   ,                2.1   ,               7.1   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               33.8   ,                  2284   ,
2021-07-01 15:09:51 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1350   ,            155   ,          1   ,                        3   ,                   0   ,                    0   ,               13.2   ,                   2.3   ,                2.0   ,               7.0   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               33.8   ,                  2283   ,
2021-07-01 15:09:52 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1320   ,            155   ,          1   ,                        3   ,                   0   ,                    0   ,               13.3   ,                   2.3   ,                2.1   ,               7.1   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               33.6   ,                  2283   ,
2021-07-01 15:09:53 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1350   ,            155   ,          1   ,                        3   ,                   0   ,                    0   ,               13.3   ,                   2.3   ,                2.1   ,               7.1   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               33.6   ,                  2283   ,
2021-07-01 15:09:54 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1380   ,            155   ,          0   ,                        3   ,                   0   ,                    0   ,               13.3   ,                   2.3   ,                2.1   ,               7.1   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               33.6   ,                  2283   ,
2021-07-01 15:09:55 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1350   ,            155   ,          0   ,                        3   ,                   0   ,                    0   ,               13.2   ,                   2.3   ,                2.0   ,               7.0   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               33.8   ,                  2283   ,
2021-07-01 15:09:56 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1350   ,            155   ,          1   ,                        3   ,                   0   ,                    0   ,               13.4   ,                   2.3   ,                2.1   ,               7.1   ,              0.0   ,              2.3   ,                         5.9   ,              16   , 0.9620   ,               33.5   ,                  2283   ,
2021-07-01 15:09:57 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1350   ,            155   ,          1   ,                        3   ,                   0   ,                    0   ,               13.5   ,                   2.3   ,                2.2   ,               7.2   ,              0.0   ,              2.3   ,                         5.9   ,              16   , 0.9620   ,               33.5   ,                  2283   ,
2021-07-01 15:09:58 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1320   ,            155   ,          1   ,                        3   ,                   0   ,                    0   ,               13.6   ,                   2.3   ,                2.3   ,               7.3   ,              0.0   ,              2.3   ,                         6.0   ,              16   , 0.9620   ,               33.5   ,                  2283   ,
2021-07-01 15:09:59 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1350   ,            155   ,          1   ,                        3   ,                   0   ,                    0   ,               13.4   ,                   2.3   ,                2.1   ,               7.1   ,              0.0   ,              2.3   ,                         5.9   ,              16   , 0.9620   ,               33.6   ,                  2283   ,
2021-07-01 15:10:00 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1380   ,            155   ,          1   ,                        3   ,                   0   ,                    0   ,               13.4   ,                   2.3   ,                2.1   ,               7.1   ,              0.0   ,              2.3   ,                         5.9   ,              16   , 0.9620   ,               33.6   ,                  2283   ,
2021-07-01 15:10:01 ,         135.0   ,            162.0   ,               35.0   ,              41   ,                1350   ,            155   ,          0   ,                        3   ,                   0   ,                    0   ,               13.3   ,                   2.3   ,                2.1   ,               7.1   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               33.8   ,                  2283   ,
