        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , Fan Speed (%) [%] , Fan Speed (RPM) [RPM] , Memory Used [MB] , GPU Load [%] , Memory Controller Load [%] , Video Engine Load [%] , Bus Interface Load [%] , Power Consumption (W) [W] , Power Consumption (%) [% TDP] , PerfCap Reason [] , VDDC [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2021-03-16 13:18:29 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.3   ,                         9.0   ,              16   , 0.8500   ,               32.5   ,                  2552   ,
2021-03-16 13:18:30 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1124   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.2   ,                         9.0   ,              16   , 0.8500   ,               32.5   ,                  2552   ,
2021-03-16 13:18:31 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1124   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.2   ,                         9.0   ,              16   , 0.8500   ,               32.5   ,                  2551   ,
2021-03-16 13:18:32 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.2   ,                         9.0   ,              16   , 0.8500   ,               32.5   ,                  2551   ,
2021-03-16 13:18:33 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          0   ,                        3   ,                   0   ,                    0   ,                    16.2   ,                         9.0   ,              16   , 0.8500   ,               32.5   ,                  2551   ,
2021-03-16 13:18:34 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          0   ,                        3   ,                   0   ,                    0   ,                    16.4   ,                         9.1   ,              16   , 0.8500   ,               32.6   ,                  2551   ,
2021-03-16 13:18:35 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.1   ,                         8.9   ,              16   , 0.8500   ,               32.5   ,                  2551   ,
2021-03-16 13:18:36 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1124   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.3   ,                         9.0   ,              16   , 0.8500   ,               32.5   ,                  2551   ,
2021-03-16 13:18:37 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.1   ,                         8.9   ,              16   , 0.8500   ,               32.6   ,                  2523   ,
2021-03-16 13:18:38 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1124   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.2   ,                         9.0   ,              16   , 0.8500   ,               41.5   ,                  2524   ,
2021-03-16 13:18:39 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.4   ,                         9.1   ,              16   , 0.8500   ,               40.0   ,                  2523   ,
2021-03-16 13:18:40 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          0   ,                        3   ,                   0   ,                    0   ,                    16.3   ,                         9.0   ,              16   , 0.8500   ,               38.5   ,                  2523   ,
2021-03-16 13:18:41 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.2   ,                         9.0   ,              16   , 0.8500   ,               37.1   ,                  2523   ,
2021-03-16 13:18:42 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.3   ,                         9.0   ,              16   , 0.8500   ,               35.6   ,                  2523   ,
2021-03-16 13:18:43 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1122   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.2   ,                         9.0   ,              16   , 0.8500   ,               34.1   ,                  2523   ,
2021-03-16 13:18:44 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.2   ,                         9.0   ,              16   , 0.8500   ,               33.1   ,                  2523   ,
2021-03-16 13:18:45 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          0   ,                        3   ,                   0   ,                    0   ,                    16.1   ,                         8.9   ,              16   , 0.8500   ,               32.8   ,                  2523   ,
2021-03-16 13:18:46 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.2   ,                         9.0   ,              16   , 0.8500   ,               32.8   ,                  2523   ,
2021-03-16 13:18:47 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.2   ,                         9.0   ,              16   , 0.8500   ,               41.1   ,                  2523   ,
2021-03-16 13:18:48 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1124   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.1   ,                         8.9   ,              16   , 0.8500   ,               39.6   ,                  2522   ,
2021-03-16 13:18:49 ,         135.0   ,            162.0   ,               36.0   ,              26   ,                1123   ,            110   ,          1   ,                        3   ,                   0   ,                    0   ,                    16.3   ,                         9.0   ,              16   , 0.8500   ,               38.0   ,                  2522   ,
