        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , Hot Spot [°C] , Fan Speed (%) [%] , Fan Speed (RPM) [RPM] , Memory Used [MB] , GPU Load [%] , Memory Controller Load [%] , Video Engine Load [%] , Bus Interface Load [%] , Board Power Draw [W] , GPU Chip Power Draw [W] , PCIe Slot Power [W] , PCIe Slot Voltage [V] , 8-Pin #1 Power [W] , 8-Pin #1 Voltage [V] , Power Consumption (%) [% TDP] , PerfCap Reason [] , GPU Voltage [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2021-07-02 14:48:41 ,         177.0   ,            101.3   ,               37.9   ,        48.9   ,              27   ,                1108   ,            233   ,          1   ,                        2   ,                   0   ,                    0   ,                9.7   ,                   3.2   ,               4.4   ,                12.1   ,              4.6   ,               12.1   ,                         5.4   ,              16   ,        0.6250   ,               35.3   ,                  2339   ,
2021-07-02 14:48:42 ,         177.0   ,            101.3   ,               37.7   ,        48.7   ,              27   ,                1106   ,            233   ,          1   ,                        3   ,                   0   ,                    0   ,                9.0   ,                   3.0   ,               4.0   ,                12.1   ,              4.4   ,               12.1   ,                         5.0   ,              16   ,        0.6250   ,               35.0   ,                  2339   ,
2021-07-02 14:48:43 ,         177.0   ,            101.3   ,               37.6   ,        48.6   ,              27   ,                1105   ,            233   ,          1   ,                        3   ,                   0   ,                    0   ,                9.3   ,                   2.9   ,               4.3   ,                12.1   ,              4.4   ,               12.1   ,                         5.2   ,              16   ,        0.6250   ,               34.6   ,                  2339   ,
2021-07-02 14:48:44 ,         139.0   ,            101.3   ,               37.6   ,        48.6   ,              27   ,                1105   ,            233   ,          1   ,                        3   ,                   0   ,                    0   ,                9.1   ,                   3.0   ,               4.1   ,                12.1   ,              4.4   ,               12.1   ,                         5.1   ,              16   ,        0.6250   ,               34.4   ,                  2339   ,
2021-07-02 14:48:45 ,         139.0   ,            101.3   ,               37.5   ,        48.5   ,              27   ,                1103   ,            233   ,          1   ,                        3   ,                   0   ,                    0   ,                9.8   ,                   3.2   ,               4.5   ,                12.1   ,              4.6   ,               12.1   ,                         5.4   ,              16   ,        0.6250   ,               33.9   ,                  2339   ,
2021-07-02 14:48:46 ,         139.0   ,            101.3   ,               37.4   ,        48.4   ,              27   ,                1102   ,            233   ,          1   ,                        3   ,                   0   ,                    0   ,                8.7   ,                   3.0   ,               3.7   ,                12.1   ,              4.4   ,               12.1   ,                         4.9   ,              16   ,        0.6250   ,               33.6   ,                  2339   ,
2021-07-02 14:48:47 ,         139.0   ,            101.3   ,               37.5   ,        48.5   ,              27   ,                1101   ,            233   ,          1   ,                        2   ,                   0   ,                    0   ,                9.4   ,                   2.9   ,               4.4   ,                12.1   ,              4.4   ,               12.1   ,                         5.2   ,              16   ,        0.6250   ,               33.3   ,                  2338   ,
2021-07-02 14:48:48 ,         139.0   ,            101.3   ,               37.3   ,        48.3   ,              27   ,                1101   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.9   ,                   2.9   ,               3.9   ,                12.1   ,              4.4   ,               12.1   ,                         5.0   ,              16   ,        0.6250   ,               33.3   ,                  2338   ,
2021-07-02 14:48:49 ,         139.0   ,            101.3   ,               37.3   ,        48.3   ,              27   ,                1101   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.7   ,                   2.8   ,               3.9   ,                12.1   ,              4.1   ,               12.1   ,                         4.8   ,              16   ,        0.6250   ,               33.3   ,                  2338   ,
2021-07-02 14:48:50 ,         139.0   ,            101.3   ,               37.3   ,        48.3   ,              27   ,                1101   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.8   ,                   3.0   ,               3.8   ,                12.1   ,              4.4   ,               12.1   ,                         4.9   ,              16   ,        0.6250   ,               33.0   ,                  2338   ,
2021-07-02 14:48:51 ,         139.0   ,            101.3   ,               37.3   ,        48.3   ,              27   ,                1101   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.4   ,                   3.2   ,               4.5   ,                12.1   ,              4.6   ,               12.1   ,                         5.5   ,              16   ,        0.6250   ,               33.0   ,                  2338   ,
2021-07-02 14:48:52 ,         139.0   ,            101.3   ,               37.3   ,        48.3   ,              27   ,                1101   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.9   ,                   3.0   ,               3.9   ,                12.1   ,              4.4   ,               12.1   ,                         5.0   ,              16   ,        0.6250   ,               33.1   ,                  2338   ,
2021-07-02 14:48:53 ,         139.0   ,            101.3   ,               37.4   ,        48.4   ,              27   ,                1101   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                9.1   ,                   2.9   ,               4.1   ,                12.1   ,              4.4   ,               12.1   ,                         5.1   ,              16   ,        0.6250   ,               33.1   ,                  2338   ,
2021-07-02 14:48:54 ,         139.0   ,            101.3   ,               37.1   ,        48.1   ,              27   ,                1101   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.6   ,                   2.7   ,               3.8   ,                12.1   ,              4.1   ,               12.1   ,                         4.8   ,              16   ,        0.6250   ,               33.0   ,                  2338   ,
2021-07-02 14:48:55 ,         139.0   ,            101.3   ,               37.3   ,        48.3   ,              27   ,                1102   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.3   ,                   2.8   ,               3.5   ,                12.1   ,              4.1   ,               12.1   ,                         4.6   ,              16   ,        0.6250   ,               33.1   ,                  2338   ,
2021-07-02 14:48:56 ,         139.0   ,            101.3   ,               37.2   ,        48.2   ,              27   ,                1101   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.5   ,                   2.8   ,               3.7   ,                12.1   ,              4.1   ,               12.1   ,                         4.7   ,              16   ,        0.6250   ,               33.0   ,                  2338   ,
2021-07-02 14:48:57 ,         139.0   ,            101.3   ,               37.3   ,        48.3   ,              27   ,                1100   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                9.2   ,                   3.0   ,               4.2   ,                12.1   ,              4.4   ,               12.1   ,                         5.1   ,              16   ,        0.6250   ,               33.1   ,                  2338   ,
2021-07-02 14:48:58 ,         139.0   ,            101.3   ,               37.3   ,        48.3   ,              27   ,                1099   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                9.7   ,                   3.2   ,               4.4   ,                12.1   ,              4.6   ,               12.1   ,                         5.4   ,              16   ,        0.6250   ,               33.0   ,                  2337   ,
2021-07-02 14:48:59 ,         139.0   ,            101.3   ,               37.2   ,        48.2   ,              27   ,                1100   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.6   ,                   2.7   ,               3.8   ,                12.1   ,              4.1   ,               12.1   ,                         4.8   ,              16   ,        0.6250   ,               33.0   ,                  2337   ,
2021-07-02 14:49:00 ,         139.0   ,            101.3   ,               37.1   ,        48.1   ,              27   ,                1099   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.5   ,                   2.8   ,               3.7   ,                12.1   ,              4.1   ,               12.1   ,                         5.4   ,              16   ,        0.6250   ,               33.1   ,                  2337   ,
2021-07-02 14:49:01 ,         139.0   ,            101.3   ,               37.1   ,        48.1   ,              27   ,                1101   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.5   ,                   2.7   ,               3.7   ,                12.1   ,              4.1   ,               12.1   ,                         4.7   ,              16   ,        0.6250   ,               33.1   ,                  2337   ,
2021-07-02 14:49:02 ,         139.0   ,            101.3   ,               37.1   ,        48.1   ,              27   ,                1101   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.4   ,                   2.8   ,               3.6   ,                12.1   ,              4.1   ,               12.1   ,                         5.4   ,              16   ,        0.6250   ,               33.1   ,                  2337   ,
2021-07-02 14:49:03 ,         139.0   ,            101.3   ,               37.2   ,        48.2   ,              27   ,                1100   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                9.2   ,                   2.9   ,               4.2   ,                12.1   ,              4.4   ,               12.1   ,                         5.1   ,              16   ,        0.6250   ,               33.4   ,                  2313   ,
2021-07-02 14:49:04 ,         139.0   ,            101.3   ,               37.2   ,        48.2   ,              27   ,                1101   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.5   ,                   2.7   ,               3.7   ,                12.1   ,              4.1   ,               12.1   ,                         4.7   ,              16   ,        0.6250   ,               33.3   ,                  2313   ,
2021-07-02 14:49:05 ,         139.0   ,            101.3   ,               37.0   ,        48.0   ,              27   ,                1099   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.6   ,                   2.7   ,               3.8   ,                12.1   ,              4.1   ,               12.1   ,                         4.8   ,              16   ,        0.6250   ,               33.0   ,                  2313   ,
2021-07-02 14:49:06 ,         139.0   ,            101.3   ,               37.0   ,        48.0   ,              27   ,                1099   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.3   ,                   2.8   ,               3.5   ,                12.1   ,              4.1   ,               12.1   ,                         4.6   ,              16   ,        0.6250   ,               33.0   ,                  2313   ,
2021-07-02 14:49:07 ,         139.0   ,            101.3   ,               36.9   ,        47.9   ,              27   ,                1100   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.5   ,                   2.8   ,               3.7   ,                12.1   ,              4.1   ,               12.1   ,                         4.7   ,              16   ,        0.6250   ,               33.0   ,                  2313   ,
2021-07-02 14:49:08 ,         139.0   ,            101.3   ,               37.1   ,        48.1   ,              27   ,                1101   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.5   ,                   2.8   ,               3.7   ,                12.1   ,              4.1   ,               12.1   ,                         5.5   ,              16   ,        0.6250   ,               33.0   ,                  2313   ,
2021-07-02 14:49:09 ,         139.0   ,            101.3   ,               37.0   ,        48.0   ,              27   ,                1100   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.8   ,                   3.0   ,               3.8   ,                12.1   ,              4.6   ,               12.1   ,                         5.4   ,              16   ,        0.6250   ,               33.1   ,                  2313   ,
2021-07-02 14:49:10 ,         139.0   ,            101.3   ,               37.0   ,        48.0   ,              27   ,                1100   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                9.1   ,                   3.0   ,               4.1   ,                12.1   ,              4.4   ,               12.1   ,                         5.1   ,              16   ,        0.6250   ,               33.0   ,                  2312   ,
2021-07-02 14:49:11 ,         139.0   ,            101.3   ,               36.8   ,        47.8   ,              27   ,                1100   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.4   ,                   2.8   ,               3.6   ,                12.1   ,              4.1   ,               12.1   ,                         4.7   ,              16   ,        0.6250   ,               33.0   ,                  2312   ,
2021-07-02 14:49:12 ,         139.0   ,            101.3   ,               37.0   ,        48.0   ,              27   ,                1100   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.3   ,                   2.8   ,               3.5   ,                12.1   ,              4.1   ,               12.1   ,                         4.6   ,              16   ,        0.6250   ,               33.0   ,                  2312   ,
2021-07-02 14:49:13 ,         139.0   ,            101.3   ,               36.9   ,        47.9   ,              27   ,                1100   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.4   ,                   2.8   ,               3.6   ,                12.1   ,              4.1   ,               12.1   ,                         4.7   ,              16   ,        0.6250   ,               33.1   ,                  2312   ,
2021-07-02 14:49:14 ,         139.0   ,            101.3   ,               36.9   ,        47.9   ,              27   ,                1100   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                9.1   ,                   3.0   ,               4.1   ,                12.1   ,              4.4   ,               12.1   ,                         5.1   ,              16   ,        0.6250   ,               33.0   ,                  2312   ,
2021-07-02 14:49:15 ,         139.0   ,            101.3   ,               36.8   ,        47.8   ,              27   ,                1100   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                9.1   ,                   2.9   ,               4.1   ,                12.1   ,              4.4   ,               12.1   ,                         5.1   ,              16   ,        0.6250   ,               33.0   ,                  2312   ,
2021-07-02 14:49:16 ,         139.0   ,            101.3   ,               37.0   ,        48.0   ,              27   ,                1099   ,            233   ,          1   ,                        3   ,                   0   ,                    0   ,                9.9   ,                   3.3   ,               4.6   ,                12.1   ,              4.6   ,               12.1   ,                         5.5   ,              16   ,        0.6250   ,               33.1   ,                  2312   ,
2021-07-02 14:49:17 ,         139.0   ,            101.3   ,               36.9   ,        47.9   ,              27   ,                1100   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.6   ,                   2.8   ,               3.8   ,                12.1   ,              4.1   ,               12.1   ,                         4.8   ,              16   ,        0.6250   ,               33.0   ,                  2312   ,
2021-07-02 14:49:18 ,         139.0   ,            101.3   ,               36.8   ,        47.8   ,              27   ,                1100   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.3   ,                   2.8   ,               3.5   ,                12.1   ,              4.1   ,               12.1   ,                         4.6   ,              16   ,        0.6250   ,               33.0   ,                  2312   ,
2021-07-02 14:49:19 ,         139.0   ,            101.3   ,               36.8   ,        47.8   ,              27   ,                1100   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.9   ,                   3.2   ,               4.7   ,                12.1   ,              4.6   ,               12.1   ,                         5.6   ,              16   ,        0.6250   ,               33.0   ,                  2312   ,
2021-07-02 14:49:20 ,         139.0   ,            101.3   ,               36.8   ,        47.8   ,              27   ,                1100   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.6   ,                   2.9   ,               4.4   ,                12.1   ,              4.4   ,               12.1   ,                         5.2   ,              16   ,        0.6250   ,               33.1   ,                  2312   ,
2021-07-02 14:49:21 ,         139.0   ,            101.3   ,               36.9   ,        47.9   ,              27   ,                1101   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                9.5   ,                   3.3   ,               4.2   ,                12.1   ,              4.6   ,               12.1   ,                         5.3   ,              16   ,        0.6250   ,               33.1   ,                  2312   ,
2021-07-02 14:49:22 ,         139.0   ,            101.3   ,               36.9   ,        47.9   ,              27   ,                1100   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                9.0   ,                   2.9   ,               4.0   ,                12.1   ,              4.4   ,               12.1   ,                         5.0   ,              16   ,        0.6250   ,               33.0   ,                  2312   ,
2021-07-02 14:49:23 ,         139.0   ,            101.3   ,               36.8   ,        47.8   ,              27   ,                1099   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.9   ,                   3.0   ,               3.9   ,                12.1   ,              4.4   ,               12.1   ,                         5.0   ,              16   ,        0.6250   ,               33.0   ,                  2312   ,
2021-07-02 14:49:24 ,         139.0   ,            101.3   ,               36.8   ,        47.8   ,              27   ,                1101   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                9.4   ,                   2.9   ,               4.4   ,                12.1   ,              4.4   ,               12.1   ,                         5.2   ,              16   ,        0.6250   ,               33.0   ,                  2311   ,
2021-07-02 14:49:25 ,         139.0   ,            101.3   ,               36.7   ,        47.7   ,              27   ,                1100   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.7   ,                   2.8   ,               3.9   ,                12.1   ,              4.1   ,               12.1   ,                         4.8   ,              16   ,        0.6250   ,               33.0   ,                  2310   ,
2021-07-02 14:49:26 ,         139.0   ,            101.3   ,               36.8   ,        47.8   ,              27   ,                1100   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.8   ,                   2.8   ,               4.0   ,                12.1   ,              4.1   ,               12.1   ,                         4.9   ,              16   ,        0.6250   ,               33.0   ,                  2310   ,
2021-07-02 14:49:27 ,         139.0   ,            101.3   ,               36.8   ,        47.8   ,              27   ,                1100   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.8   ,                   2.9   ,               3.8   ,                12.1   ,              4.4   ,               12.1   ,                         4.9   ,              16   ,        0.6250   ,               32.9   ,                  2310   ,
2021-07-02 14:49:28 ,         139.0   ,            101.3   ,               37.0   ,        48.0   ,              27   ,                1099   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.6   ,                   2.8   ,               3.8   ,                12.1   ,              4.1   ,               12.1   ,                         4.8   ,              16   ,        0.6250   ,               33.0   ,                  2310   ,
2021-07-02 14:49:29 ,         139.0   ,            101.3   ,               37.0   ,        48.0   ,              27   ,                1101   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.6   ,                   2.8   ,               3.8   ,                12.1   ,              4.1   ,               12.1   ,                         4.8   ,              16   ,        0.6250   ,               32.9   ,                  2310   ,
2021-07-02 14:49:30 ,         139.0   ,            101.3   ,               36.9   ,        47.9   ,              27   ,                1099   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                9.6   ,                   3.2   ,               4.3   ,                12.1   ,              4.6   ,               12.1   ,                         5.3   ,              16   ,        0.6250   ,               33.0   ,                  2310   ,
2021-07-02 14:49:31 ,         139.0   ,            101.3   ,               36.8   ,        47.8   ,              27   ,                1100   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.7   ,                   3.0   ,               3.7   ,                12.1   ,              4.4   ,               12.1   ,                         4.9   ,              16   ,        0.6250   ,               33.0   ,                  2310   ,
2021-07-02 14:49:32 ,         139.0   ,            101.3   ,               36.7   ,        47.7   ,              27   ,                1100   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.7   ,                   2.8   ,               3.9   ,                12.1   ,              4.1   ,               12.1   ,                         4.8   ,              16   ,        0.6250   ,               33.0   ,                  2310   ,
2021-07-02 14:49:33 ,         139.0   ,            101.3   ,               36.8   ,        47.8   ,              27   ,                1100   ,            233   ,          1   ,                        3   ,                   0   ,                    0   ,                8.3   ,                   2.8   ,               3.5   ,                12.1   ,              4.1   ,               12.1   ,                         4.6   ,              16   ,        0.6250   ,               33.1   ,                  2307   ,
2021-07-02 14:49:34 ,         139.0   ,            101.3   ,               36.8   ,        47.8   ,              27   ,                1101   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.7   ,                   2.7   ,               3.9   ,                12.1   ,              4.1   ,               12.1   ,                         4.8   ,              16   ,        0.6250   ,               33.0   ,                  2307   ,
2021-07-02 14:49:35 ,         139.0   ,            101.3   ,               36.9   ,        47.9   ,              27   ,                1099   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.5   ,                   2.8   ,               3.7   ,                12.1   ,              4.1   ,               12.1   ,                         4.7   ,              16   ,        0.6250   ,               33.0   ,                  2306   ,
2021-07-02 14:49:36 ,         139.0   ,            101.3   ,               36.8   ,        47.8   ,              27   ,                1100   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.7   ,                   2.7   ,               3.9   ,                12.1   ,              4.1   ,               12.1   ,                         4.8   ,              16   ,        0.6250   ,               32.9   ,                  2306   ,
2021-07-02 14:49:37 ,         139.0   ,            101.3   ,               36.7   ,        47.7   ,              27   ,                1100   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.5   ,                   2.8   ,               3.7   ,                12.1   ,              4.1   ,               12.1   ,                         4.7   ,              16   ,        0.6250   ,               33.0   ,                  2306   ,
2021-07-02 14:49:38 ,         139.0   ,            101.3   ,               36.7   ,        47.7   ,              27   ,                1100   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                9.1   ,                   3.0   ,               4.1   ,                12.1   ,              4.4   ,               12.1   ,                         5.1   ,              16   ,        0.6250   ,               33.0   ,                  2306   ,
2021-07-02 14:49:39 ,         139.0   ,            101.3   ,               36.7   ,        47.7   ,              27   ,                1099   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                9.7   ,                   3.2   ,               4.4   ,                12.1   ,              4.6   ,               12.1   ,                         5.4   ,              16   ,        0.6250   ,               33.0   ,                  2306   ,
2021-07-02 14:49:40 ,         139.0   ,            101.3   ,               36.8   ,        47.8   ,              27   ,                1100   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                9.8   ,                   3.2   ,               4.5   ,                12.1   ,              4.6   ,               12.1   ,                         5.4   ,              16   ,        0.6250   ,               33.0   ,                  2306   ,
2021-07-02 14:49:41 ,         139.0   ,            101.3   ,               36.8   ,        47.8   ,              27   ,                1100   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.4   ,                   2.8   ,               3.6   ,                12.1   ,              4.1   ,               12.1   ,                         4.7   ,              16   ,        0.6250   ,               33.0   ,                  2306   ,
2021-07-02 14:49:42 ,         139.0   ,            101.3   ,               36.7   ,        47.7   ,              27   ,                1100   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.5   ,                   2.8   ,               3.7   ,                12.1   ,              4.1   ,               12.1   ,                         4.7   ,              16   ,        0.6250   ,               32.9   ,                  2306   ,
2021-07-02 14:49:43 ,         139.0   ,            101.3   ,               36.7   ,        47.7   ,              27   ,                1100   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.4   ,                   2.8   ,               3.6   ,                12.1   ,              4.1   ,               12.1   ,                         4.7   ,              16   ,        0.6250   ,               32.8   ,                  2306   ,
2021-07-02 14:49:44 ,         139.0   ,            101.3   ,               36.6   ,        47.6   ,              27   ,                1100   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.3   ,                   2.8   ,               3.5   ,                12.1   ,              4.1   ,               12.1   ,                         4.6   ,              16   ,        0.6250   ,               32.8   ,                  2306   ,
2021-07-02 14:49:45 ,         139.0   ,            101.3   ,               36.7   ,        47.7   ,              27   ,                1101   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.8   ,                   2.8   ,               4.0   ,                12.1   ,              4.6   ,               12.1   ,                         5.4   ,              16   ,        0.6250   ,               32.8   ,                  2306   ,
2021-07-02 14:49:46 ,         139.0   ,            101.3   ,               36.8   ,        47.8   ,              27   ,                1100   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                9.0   ,                   2.9   ,               4.0   ,                12.1   ,              4.9   ,               12.1   ,                         5.7   ,              16   ,        0.6250   ,               32.9   ,                  2306   ,
2021-07-02 14:49:47 ,         139.0   ,            101.3   ,               36.8   ,        47.8   ,              27   ,                1100   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                9.2   ,                   2.9   ,               4.2   ,                12.1   ,              4.4   ,               12.1   ,                         5.1   ,              16   ,        0.6250   ,               33.0   ,                  2306   ,
2021-07-02 14:49:48 ,         139.0   ,            101.3   ,               36.6   ,        47.6   ,              27   ,                1101   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.7   ,                   2.8   ,               3.9   ,                12.1   ,              4.1   ,               12.1   ,                         4.8   ,              16   ,        0.6250   ,               33.0   ,                  2306   ,
2021-07-02 14:49:49 ,         139.0   ,            101.3   ,               36.8   ,        47.8   ,              27   ,                1099   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.5   ,                   2.8   ,               3.7   ,                12.1   ,              4.1   ,               12.1   ,                         4.7   ,              16   ,        0.6250   ,               33.0   ,                  2306   ,
2021-07-02 14:49:50 ,         139.0   ,            101.3   ,               36.8   ,        47.8   ,              27   ,                1100   ,            233   ,          0   ,                        2   ,                   0   ,                    0   ,                8.4   ,                   2.8   ,               3.6   ,                12.1   ,              4.1   ,               12.1   ,                         4.7   ,              16   ,        0.6250   ,               33.0   ,                  2305   ,
2021-07-02 14:49:51 ,         139.0   ,            101.3   ,               36.7   ,        47.7   ,              27   ,                1099   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.4   ,                   2.8   ,               3.6   ,                12.1   ,              4.1   ,               12.1   ,                         4.7   ,              16   ,        0.6250   ,               33.0   ,                  2305   ,
2021-07-02 14:49:52 ,         139.0   ,            101.3   ,               36.7   ,        47.7   ,              27   ,                1101   ,            233   ,          1   ,                        3   ,                   0   ,                    0   ,                8.3   ,                   3.2   ,               4.5   ,                12.1   ,              4.6   ,               12.1   ,                         5.4   ,              16   ,        0.6250   ,               33.0   ,                  2305   ,
2021-07-02 14:49:53 ,         139.0   ,            101.3   ,               36.8   ,        47.8   ,              27   ,                1100   ,            233   ,          1   ,                        3   ,                   0   ,                    0   ,                9.0   ,                   3.2   ,               4.5   ,                12.1   ,              4.6   ,               12.1   ,                         5.4   ,              16   ,        0.6250   ,               33.0   ,                  2305   ,
