        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , Hot Spot [°C] , Fan Speed (%) [%] , Fan Speed (RPM) [RPM] , Memory Used [MB] , GPU Load [%] , Memory Controller Load [%] , Video Engine Load [%] , Bus Interface Load [%] , Board Power Draw [W] , GPU Chip Power Draw [W] , PCIe Slot Power [W] , PCIe Slot Voltage [V] , 8-Pin #1 Power [W] , 8-Pin #1 Voltage [V] , Power Consumption (%) [% TDP] , PerfCap Reason [] , GPU Voltage [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2021-07-02 12:43:09 ,         139.0   ,            101.3   ,               40.8   ,        51.8   ,              27   ,                1101   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.6   ,                   3.0   ,               3.6   ,                12.1   ,              4.4   ,               12.1   ,                         4.8   ,              16   ,        0.6250   ,               49.6   ,                  2394   ,
2021-07-02 12:43:10 ,         139.0   ,            101.3   ,               40.8   ,        51.8   ,              27   ,                1100   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                9.5   ,                   3.2   ,               4.2   ,                12.1   ,              4.6   ,               12.1   ,                         5.3   ,              16   ,        0.6250   ,               49.8   ,                  2392   ,
2021-07-02 12:43:11 ,         139.0   ,            101.3   ,               40.8   ,        51.8   ,              27   ,                1099   ,            233   ,          1   ,                        3   ,                   0   ,                    0   ,                9.0   ,                   3.0   ,               4.0   ,                12.1   ,              4.4   ,               12.1   ,                         5.0   ,              16   ,        0.6250   ,               49.6   ,                  2396   ,
2021-07-02 12:43:12 ,         139.0   ,            101.3   ,               40.8   ,        51.8   ,              27   ,                1099   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.7   ,                   2.9   ,               3.7   ,                12.1   ,              4.4   ,               12.1   ,                         4.9   ,              16   ,        0.6250   ,               49.8   ,                  2396   ,
2021-07-02 12:43:13 ,         139.0   ,            101.3   ,               40.7   ,        51.7   ,              27   ,                1100   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.6   ,                   2.8   ,               3.8   ,                12.1   ,              4.1   ,               12.1   ,                         4.8   ,              16   ,        0.6250   ,               49.8   ,                  2397   ,
2021-07-02 12:43:14 ,         139.0   ,            101.3   ,               40.7   ,        51.7   ,              27   ,                1100   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.8   ,                   3.0   ,               3.8   ,                12.1   ,              4.4   ,               12.1   ,                         4.9   ,              16   ,        0.6250   ,               49.9   ,                  2401   ,
2021-07-02 12:43:15 ,         139.0   ,            101.3   ,               40.6   ,        51.6   ,              27   ,                1099   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.6   ,                   2.9   ,               3.6   ,                12.1   ,              4.4   ,               12.1   ,                         4.8   ,              16   ,        0.6250   ,               50.1   ,                  2402   ,
2021-07-02 12:43:16 ,         139.0   ,            101.3   ,               40.6   ,        51.6   ,              27   ,                1101   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.4   ,                   2.8   ,               3.6   ,                12.1   ,              4.1   ,               12.1   ,                         4.7   ,              16   ,        0.6250   ,               49.9   ,                  2404   ,
2021-07-02 12:43:17 ,         139.0   ,            101.3   ,               40.5   ,        51.5   ,              27   ,                1099   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.6   ,                   3.0   ,               3.6   ,                12.1   ,              4.4   ,               12.1   ,                         4.8   ,              16   ,        0.6250   ,               49.8   ,                  2406   ,
2021-07-02 12:43:18 ,         139.0   ,            101.3   ,               40.2   ,        51.2   ,              27   ,                1099   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                9.6   ,                   3.2   ,               4.3   ,                12.1   ,              4.6   ,               12.1   ,                         5.3   ,              16   ,        0.6250   ,               49.6   ,                  2404   ,
2021-07-02 12:43:19 ,         139.0   ,            101.3   ,               40.2   ,        51.2   ,              27   ,                1100   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                9.7   ,                   3.2   ,               4.4   ,                12.1   ,              4.6   ,               12.1   ,                         5.4   ,              16   ,        0.6250   ,               49.8   ,                  2402   ,
2021-07-02 12:43:20 ,         139.0   ,            101.3   ,               40.1   ,        51.1   ,              27   ,                1100   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.8   ,                   3.0   ,               3.8   ,                12.1   ,              4.4   ,               12.1   ,                         4.9   ,              16   ,        0.6250   ,               49.9   ,                  2403   ,
2021-07-02 12:43:21 ,         139.0   ,            101.3   ,               40.3   ,        51.3   ,              27   ,                1099   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.6   ,                   3.0   ,               3.6   ,                12.1   ,              4.4   ,               12.1   ,                         4.8   ,              16   ,        0.6250   ,               49.9   ,                  2405   ,
2021-07-02 12:43:23 ,         139.0   ,            101.3   ,               40.2   ,        51.2   ,              27   ,                1099   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.6   ,                   3.2   ,               4.3   ,                12.1   ,              4.6   ,               12.1   ,                         5.3   ,              16   ,        0.6250   ,               49.8   ,                  2387   ,
2021-07-02 12:43:23 ,         139.0   ,            101.3   ,               40.1   ,        51.1   ,              27   ,                1101   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                9.0   ,                   2.9   ,               4.0   ,                12.1   ,              4.4   ,               12.1   ,                         5.0   ,              16   ,        0.6250   ,               48.9   ,                  2384   ,
2021-07-02 12:43:24 ,         139.0   ,            101.3   ,               40.0   ,        51.0   ,              27   ,                1100   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                9.5   ,                   3.2   ,               4.2   ,                12.1   ,              4.6   ,               12.1   ,                         5.3   ,              16   ,        0.6250   ,               47.4   ,                  2384   ,
2021-07-02 12:43:26 ,         139.0   ,            101.3   ,               40.1   ,        51.1   ,              27   ,                1101   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.8   ,                   3.0   ,               3.8   ,                12.1   ,              4.4   ,               12.1   ,                         4.9   ,              16   ,        0.6250   ,               45.8   ,                  2384   ,
2021-07-02 12:43:27 ,         139.0   ,            101.3   ,               40.1   ,        51.1   ,              27   ,                1100   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.7   ,                   3.0   ,               3.7   ,                12.1   ,              4.4   ,               12.1   ,                         4.9   ,              16   ,        0.6250   ,               44.1   ,                  2384   ,
2021-07-02 12:43:28 ,         139.0   ,            101.3   ,               39.9   ,        50.9   ,              27   ,                1101   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.7   ,                   2.9   ,               3.7   ,                12.1   ,              4.4   ,               12.1   ,                         4.9   ,              16   ,        0.6250   ,               42.6   ,                  2384   ,
2021-07-02 12:43:29 ,         139.0   ,            101.3   ,               40.0   ,        51.0   ,              27   ,                1099   ,            233   ,          1   ,                        3   ,                   0   ,                    0   ,                9.8   ,                   3.2   ,               4.5   ,                12.1   ,              4.6   ,               12.1   ,                         5.4   ,              16   ,        0.6250   ,               41.0   ,                  2384   ,
2021-07-02 12:43:30 ,         139.0   ,            101.3   ,               39.9   ,        50.9   ,              27   ,                1101   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                9.0   ,                   2.9   ,               4.0   ,                12.1   ,              4.4   ,               12.1   ,                         5.0   ,              16   ,        0.6250   ,               39.5   ,                  2384   ,
2021-07-02 12:43:31 ,         139.0   ,            101.3   ,               39.9   ,        50.9   ,              27   ,                1099   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.8   ,                   2.9   ,               3.8   ,                12.1   ,              4.4   ,               12.1   ,                         4.9   ,              16   ,        0.6250   ,               38.1   ,                  2384   ,
2021-07-02 12:43:32 ,         139.0   ,            101.3   ,               39.9   ,        50.9   ,              27   ,                1101   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.8   ,                   2.9   ,               3.8   ,                12.1   ,              4.4   ,               12.1   ,                         4.9   ,              16   ,        0.6250   ,               36.6   ,                  2383   ,
2021-07-02 12:43:33 ,         139.0   ,            101.3   ,               39.8   ,        50.8   ,              27   ,                1099   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.9   ,                   3.0   ,               3.9   ,                12.1   ,              4.4   ,               12.1   ,                         5.0   ,              16   ,        0.6250   ,               36.0   ,                  2383   ,
2021-07-02 12:43:34 ,         139.0   ,            101.3   ,               39.8   ,        50.8   ,              27   ,                1101   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.7   ,                   3.0   ,               3.7   ,                12.1   ,              4.4   ,               12.1   ,                         4.9   ,              16   ,        0.6250   ,               35.8   ,                  2383   ,
2021-07-02 12:43:35 ,         139.0   ,            101.3   ,               39.8   ,        50.8   ,              27   ,                1100   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.6   ,                   2.8   ,               3.8   ,                12.1   ,              4.1   ,               12.1   ,                         4.8   ,              16   ,        0.6250   ,               35.8   ,                  2383   ,
2021-07-02 12:43:36 ,         139.0   ,            101.3   ,               39.8   ,        50.8   ,              27   ,                1099   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.8   ,                   2.9   ,               3.8   ,                12.1   ,              4.4   ,               12.1   ,                         4.9   ,              16   ,        0.6250   ,               35.8   ,                  2382   ,
2021-07-02 12:43:37 ,         139.0   ,            101.3   ,               39.6   ,        50.6   ,              27   ,                1102   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.7   ,                   3.0   ,               3.7   ,                12.1   ,              4.4   ,               12.1   ,                         4.9   ,              16   ,        0.6250   ,               35.6   ,                  2382   ,
2021-07-02 12:43:38 ,         139.0   ,            101.3   ,               39.7   ,        50.7   ,              27   ,                1099   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.7   ,                   3.0   ,               3.7   ,                12.1   ,              4.4   ,               12.1   ,                         4.9   ,              16   ,        0.6250   ,               35.5   ,                  2382   ,
2021-07-02 12:43:39 ,         139.0   ,            101.3   ,               39.6   ,        50.6   ,              27   ,                1100   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                9.2   ,                   2.9   ,               4.2   ,                12.1   ,              4.4   ,               12.1   ,                         5.1   ,              16   ,        0.6250   ,               35.5   ,                  2377   ,
2021-07-02 12:43:40 ,         139.0   ,            101.3   ,               39.5   ,        50.5   ,              27   ,                1100   ,            233   ,          1   ,                        3   ,                   0   ,                    0   ,                8.6   ,                   3.0   ,               3.6   ,                12.1   ,              4.4   ,               12.1   ,                         4.8   ,              16   ,        0.6250   ,               35.5   ,                  2377   ,
2021-07-02 12:43:41 ,         139.0   ,            101.3   ,               39.5   ,        50.5   ,              27   ,                1099   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.3   ,                   2.8   ,               3.5   ,                12.1   ,              4.1   ,               12.1   ,                         4.6   ,              16   ,        0.6250   ,               35.5   ,                  2364   ,
2021-07-02 12:43:42 ,         139.0   ,            101.3   ,               39.5   ,        50.5   ,              27   ,                1101   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.4   ,                   2.8   ,               3.6   ,                12.1   ,              4.6   ,               12.1   ,                         5.4   ,              16   ,        0.6250   ,               35.4   ,                  2364   ,
2021-07-02 12:43:43 ,         139.0   ,            101.3   ,               39.6   ,        50.6   ,              27   ,                1101   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.9   ,                   3.0   ,               3.9   ,                12.1   ,              4.4   ,               12.1   ,                         5.0   ,              16   ,        0.6250   ,               35.3   ,                  2364   ,
2021-07-02 12:43:44 ,         139.0   ,            101.3   ,               39.5   ,        50.5   ,              27   ,                1099   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.8   ,                   3.0   ,               3.8   ,                12.1   ,              4.6   ,               12.1   ,                         5.4   ,              16   ,        0.6250   ,               35.3   ,                  2363   ,
2021-07-02 12:43:45 ,         139.0   ,            101.3   ,               39.5   ,        50.5   ,              27   ,                1100   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.5   ,                   2.8   ,               3.7   ,                12.1   ,              4.1   ,               12.1   ,                         4.7   ,              16   ,        0.6250   ,               35.8   ,                  2363   ,
2021-07-02 12:43:46 ,         139.0   ,            101.3   ,               39.5   ,        50.5   ,              27   ,                1100   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.6   ,                   2.7   ,               3.8   ,                12.1   ,              4.1   ,               12.1   ,                         4.8   ,              16   ,        0.6250   ,               35.5   ,                  2363   ,
2021-07-02 12:43:47 ,         139.0   ,            101.3   ,               39.6   ,        50.6   ,              27   ,                1101   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                9.7   ,                   3.2   ,               4.4   ,                12.1   ,              4.6   ,               12.1   ,                         5.4   ,              16   ,        0.6250   ,               35.3   ,                  2362   ,
2021-07-02 12:43:48 ,         139.0   ,            101.3   ,               39.3   ,        50.3   ,              27   ,                1101   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                9.0   ,                   2.9   ,               4.0   ,                12.1   ,              4.4   ,               12.1   ,                         5.0   ,              16   ,        0.6250   ,               35.1   ,                  2362   ,
2021-07-02 12:43:49 ,         139.0   ,            101.3   ,               39.4   ,        50.4   ,              27   ,                1099   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                9.1   ,                   3.0   ,               4.1   ,                12.1   ,              4.4   ,               12.1   ,                         5.1   ,              16   ,        0.6250   ,               35.1   ,                  2360   ,
2021-07-02 12:43:50 ,         139.0   ,            101.3   ,               39.3   ,        50.3   ,              27   ,                1100   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.9   ,                   3.0   ,               3.9   ,                12.1   ,              4.4   ,               12.1   ,                         5.0   ,              16   ,        0.6250   ,               47.3   ,                  2354   ,
2021-07-02 12:43:51 ,         139.0   ,            101.3   ,               39.3   ,        50.3   ,              27   ,                1100   ,            233   ,          1   ,                        3   ,                   0   ,                    0   ,                8.8   ,                   3.0   ,               3.8   ,                12.1   ,              4.4   ,               12.1   ,                         4.9   ,              16   ,        0.6250   ,               46.4   ,                  2361   ,
2021-07-02 12:43:52 ,         139.0   ,            101.3   ,               39.3   ,        50.3   ,              27   ,                1099   ,            233   ,          1   ,                        3   ,                   0   ,                    0   ,                8.7   ,                   3.0   ,               3.7   ,                12.1   ,              4.4   ,               12.1   ,                         4.9   ,              16   ,        0.6250   ,               44.9   ,                  2362   ,
2021-07-02 12:43:53 ,         139.0   ,            101.3   ,               39.3   ,        50.3   ,              27   ,                1101   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                9.7   ,                   3.2   ,               4.4   ,                12.1   ,              4.6   ,               12.1   ,                         5.4   ,              16   ,        0.6250   ,               43.9   ,                  2389   ,
2021-07-02 12:43:54 ,         139.0   ,            101.3   ,               39.3   ,        50.3   ,              27   ,                1099   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.5   ,                   3.0   ,               3.5   ,                12.1   ,              4.4   ,               12.1   ,                         4.7   ,              16   ,        0.6250   ,               42.9   ,                  2401   ,
2021-07-02 12:43:55 ,         139.0   ,            101.3   ,               39.2   ,        50.2   ,              27   ,                1100   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                9.5   ,                   3.2   ,               4.2   ,                12.1   ,              4.6   ,               12.1   ,                         5.3   ,              16   ,        0.6250   ,               41.5   ,                  2402   ,
2021-07-02 12:43:56 ,         139.0   ,            101.3   ,               39.0   ,        50.0   ,              27   ,                1099   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.9   ,                   3.0   ,               3.9   ,                12.1   ,              4.4   ,               12.1   ,                         5.0   ,              16   ,        0.6250   ,               49.5   ,                  2403   ,
2021-07-02 12:43:57 ,         139.0   ,            101.3   ,               39.1   ,        50.1   ,              27   ,                1101   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.7   ,                   3.0   ,               3.7   ,                12.1   ,              4.4   ,               12.1   ,                         4.9   ,              16   ,        0.6250   ,               48.0   ,                  2405   ,
2021-07-02 12:43:58 ,         139.0   ,            101.3   ,               39.1   ,        50.1   ,              27   ,                1101   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.7   ,                   3.0   ,               3.7   ,                12.1   ,              4.8   ,               12.1   ,                         5.6   ,              16   ,        0.6250   ,               46.4   ,                  2404   ,
2021-07-02 12:43:59 ,         139.0   ,            101.3   ,               39.1   ,        50.1   ,              27   ,                1100   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                9.2   ,                   3.4   ,               4.5   ,                12.1   ,              4.8   ,               12.1   ,                         5.6   ,              16   ,        0.6250   ,               44.9   ,                  2404   ,
2021-07-02 12:44:00 ,         139.0   ,            101.3   ,               39.1   ,        50.1   ,              27   ,                1101   ,            233   ,          1   ,                        3   ,                   0   ,                    0   ,                8.8   ,                   3.0   ,               3.8   ,                12.1   ,              4.4   ,               12.1   ,                         4.9   ,              16   ,        0.6250   ,               43.3   ,                  2404   ,
2021-07-02 12:44:01 ,         139.0   ,            101.3   ,               39.0   ,        50.0   ,              27   ,                1100   ,            233   ,          1   ,                        3   ,                   0   ,                    0   ,                8.7   ,                   2.9   ,               3.7   ,                12.1   ,              4.4   ,               12.1   ,                         4.9   ,              16   ,        0.6250   ,               41.6   ,                  2404   ,
2021-07-02 12:44:02 ,         139.0   ,            101.3   ,               39.0   ,        50.0   ,              27   ,                1100   ,            233   ,          1   ,                        3   ,                   0   ,                    0   ,                8.5   ,                   2.8   ,               3.7   ,                12.1   ,              4.1   ,               12.1   ,                         4.7   ,              16   ,        0.6250   ,               40.1   ,                  2404   ,
2021-07-02 12:44:03 ,         139.0   ,            101.3   ,               39.0   ,        50.0   ,              27   ,                1100   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.6   ,                   3.0   ,               4.5   ,                12.1   ,              4.6   ,               12.1   ,                         5.4   ,              16   ,        0.6250   ,               38.6   ,                  2401   ,
2021-07-02 12:44:04 ,         139.0   ,            101.3   ,               38.9   ,        49.9   ,              27   ,                1100   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                9.2   ,                   3.4   ,               4.5   ,                12.1   ,              4.8   ,               12.1   ,                         5.6   ,              16   ,        0.6250   ,               37.1   ,                  2400   ,
2021-07-02 12:44:05 ,         139.0   ,            101.3   ,               38.8   ,        49.8   ,              27   ,                1099   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                9.4   ,                   3.2   ,               4.1   ,                12.1   ,              4.6   ,               12.1   ,                         5.2   ,              16   ,        0.6250   ,               35.8   ,                  2392   ,
2021-07-02 12:44:06 ,         139.0   ,            101.3   ,               39.0   ,        50.0   ,              27   ,                1101   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.6   ,                   2.9   ,               3.6   ,                12.1   ,              4.4   ,               12.1   ,                         4.8   ,              16   ,        0.6250   ,               44.1   ,                  2382   ,
2021-07-02 12:44:07 ,         139.0   ,            101.3   ,               38.9   ,        49.9   ,              27   ,                1102   ,            233   ,          0   ,                        3   ,                   0   ,                    0   ,                8.8   ,                   2.9   ,               3.8   ,                12.1   ,              4.4   ,               12.1   ,                         4.9   ,              16   ,        0.6250   ,               42.6   ,                  2382   ,
2021-07-02 12:44:08 ,         139.0   ,            101.3   ,               38.8   ,        49.8   ,              27   ,                1098   ,            233   ,          1   ,                        3   ,                   0   ,                    0   ,                8.3   ,                   2.7   ,               3.5   ,                12.1   ,              4.1   ,               12.1   ,                         4.6   ,              16   ,        0.6250   ,               41.0   ,                  2389   ,
2021-07-02 12:44:09 ,         139.0   ,            101.3   ,               38.9   ,        49.9   ,              27   ,                1100   ,            233   ,          1   ,                        3   ,                   0   ,                    0   ,                9.2   ,                   3.2   ,               3.9   ,                12.1   ,              4.6   ,               12.1   ,                         5.4   ,              16   ,        0.6250   ,               39.4   ,                  2389   ,
