        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , Fan Speed (%) [%] , Fan Speed (RPM) [RPM] , Memory Used [MB] , GPU Load [%] , Memory Controller Load [%] , Video Engine Load [%] , Bus Interface Load [%] , Board Power Draw [W] , GPU Chip Power Draw [W] , MVDDQ Power Draw [W] , PCIe Slot Power [W] , 6-Pin #1 Power [W] , 8-Pin #1 Power [W] , Power Consumption (%) [% TDP] , PerfCap Reason [] , VDDC [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2021-07-01 12:58:14 ,        1045.2   ,           1752.8   ,               42.0   ,              41   ,                1350   ,            160   ,          0   ,                        0   ,                   0   ,                    0   ,               54.6   ,                  15.1   ,               30.6   ,              35.6   ,              5.6   ,              9.4   ,                        24.0   ,              16   , 1.1120   ,               50.3   ,                  2409   ,
2021-07-01 12:58:15 ,        1045.2   ,           1752.8   ,               42.0   ,              41   ,                1380   ,            160   ,          1   ,                        0   ,                   0   ,                    0   ,               54.8   ,                  15.3   ,               30.6   ,              35.6   ,              5.7   ,              9.5   ,                        24.0   ,              16   , 1.1120   ,               48.6   ,                  2408   ,
2021-07-01 12:58:16 ,         810.0   ,           1752.8   ,               42.0   ,              41   ,                1350   ,            160   ,          0   ,                        0   ,                   0   ,                    0   ,               49.4   ,                   9.9   ,               30.6   ,              35.6   ,              3.8   ,              6.0   ,                        21.7   ,              16   , 0.9620   ,               47.1   ,                  2408   ,
2021-07-01 12:58:17 ,         810.0   ,           1752.8   ,               41.0   ,              41   ,                1350   ,            160   ,          1   ,                        0   ,                   0   ,                    0   ,               49.0   ,                   9.5   ,               30.5   ,              35.5   ,              3.7   ,              5.7   ,                        21.5   ,              16   , 0.9620   ,               45.5   ,                  2407   ,
2021-07-01 12:58:18 ,         810.0   ,           1752.8   ,               41.0   ,              41   ,                1380   ,            160   ,          1   ,                        0   ,                   0   ,                    0   ,               49.0   ,                   9.5   ,               30.6   ,              35.6   ,              3.7   ,              5.7   ,                        21.5   ,              16   , 0.9620   ,               44.0   ,                  2407   ,
2021-07-01 12:58:19 ,         810.0   ,            405.0   ,               40.0   ,              41   ,                1350   ,            160   ,          1   ,                        1   ,                   0   ,                    0   ,               27.0   ,                   6.6   ,               11.4   ,              16.4   ,              2.5   ,              4.1   ,                        11.8   ,              16   , 0.9620   ,               42.9   ,                  2407   ,
2021-07-01 12:58:20 ,         810.0   ,            405.0   ,               40.0   ,              41   ,                1380   ,            160   ,          1   ,                        1   ,                   0   ,                    0   ,               26.8   ,                   6.5   ,               11.3   ,              16.3   ,              2.5   ,              4.0   ,                        11.7   ,              16   , 0.9620   ,               41.6   ,                  2403   ,
2021-07-01 12:58:21 ,         810.0   ,            405.0   ,               39.0   ,              41   ,                1350   ,            160   ,          1   ,                        1   ,                   0   ,                    0   ,               26.8   ,                   6.5   ,               11.3   ,              16.3   ,              2.5   ,              4.0   ,                        11.7   ,              16   , 0.9620   ,               40.3   ,                  2403   ,
2021-07-01 12:58:22 ,         180.0   ,            162.0   ,               39.0   ,              41   ,                1350   ,            160   ,          2   ,                        3   ,                   0   ,                    0   ,               13.6   ,                   2.4   ,                2.2   ,               7.2   ,              0.0   ,              2.4   ,                         6.0   ,              16   , 0.9620   ,               39.8   ,                  2391   ,
2021-07-01 12:58:23 ,         180.0   ,            162.0   ,               38.0   ,              41   ,                1350   ,            160   ,          2   ,                        3   ,                   0   ,                    0   ,               13.5   ,                   2.4   ,                2.1   ,               7.1   ,              0.0   ,              2.4   ,                         5.9   ,              16   , 0.9620   ,               39.4   ,                  2390   ,
2021-07-01 12:58:24 ,         135.0   ,            162.0   ,               38.0   ,              41   ,                1350   ,            160   ,          3   ,                        4   ,                   0   ,                    0   ,               13.5   ,                   2.4   ,                2.1   ,               7.1   ,              0.0   ,              2.4   ,                         5.9   ,              16   , 0.9620   ,               39.1   ,                  2389   ,
2021-07-01 12:58:25 ,         135.0   ,            162.0   ,               38.0   ,              41   ,                1380   ,            160   ,          3   ,                        3   ,                   0   ,                    0   ,               14.2   ,                   2.5   ,                2.7   ,               7.7   ,              0.0   ,              2.5   ,                         6.2   ,              16   , 0.9620   ,               39.1   ,                  2389   ,
2021-07-01 12:58:26 ,         135.0   ,            162.0   ,               38.0   ,              41   ,                1350   ,            160   ,          3   ,                        3   ,                   0   ,                    0   ,               14.1   ,                   2.5   ,                2.6   ,               7.6   ,              0.0   ,              2.5   ,                         6.2   ,              16   , 0.9620   ,               39.1   ,                  2388   ,
2021-07-01 12:58:27 ,         135.0   ,            162.0   ,               38.0   ,              41   ,                1350   ,            160   ,          3   ,                        3   ,                   0   ,                    0   ,               13.7   ,                   2.4   ,                2.3   ,               7.3   ,              0.0   ,              2.4   ,                         6.0   ,              16   , 0.9620   ,               39.1   ,                  2388   ,
2021-07-01 12:58:28 ,         135.0   ,            162.0   ,               38.0   ,              41   ,                1350   ,            160   ,          3   ,                        3   ,                   0   ,                    0   ,               13.9   ,                   2.4   ,                2.5   ,               7.5   ,              0.0   ,              2.4   ,                         6.1   ,              16   , 0.9620   ,               39.1   ,                  2387   ,
2021-07-01 12:58:29 ,         135.0   ,            162.0   ,               38.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.9   ,                   2.4   ,                2.5   ,               7.5   ,              0.0   ,              2.4   ,                         6.1   ,              16   , 0.9620   ,               38.8   ,                  2387   ,
2021-07-01 12:58:30 ,         135.0   ,            162.0   ,               38.0   ,              41   ,                1380   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.1   ,                   2.2   ,                2.0   ,               7.0   ,              0.0   ,              2.2   ,                         5.8   ,              16   , 0.9620   ,               38.6   ,                  2386   ,
2021-07-01 12:58:31 ,         135.0   ,            162.0   ,               38.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               12.9   ,                   2.3   ,                1.7   ,               6.7   ,              0.0   ,              2.3   ,                         5.7   ,              16   , 0.9620   ,               50.9   ,                  2394   ,
2021-07-01 12:58:32 ,         135.0   ,            162.0   ,               38.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.1   ,                   2.2   ,                2.0   ,               7.0   ,              0.0   ,              2.2   ,                         5.8   ,              16   , 0.9620   ,               49.4   ,                  2387   ,
2021-07-01 12:58:33 ,         135.0   ,            162.0   ,               38.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.0   ,                   2.3   ,                1.8   ,               6.8   ,              0.0   ,              2.3   ,                         5.7   ,              16   , 0.9620   ,               47.9   ,                  2403   ,
2021-07-01 12:58:34 ,         135.0   ,            162.0   ,               38.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               12.9   ,                   2.2   ,                1.8   ,               6.8   ,              0.0   ,              2.2   ,                         5.7   ,              16   , 0.9620   ,               47.0   ,                  2420   ,
2021-07-01 12:58:35 ,         135.0   ,            162.0   ,               38.0   ,              41   ,                1320   ,            160   ,          0   ,                        3   ,                   0   ,                    0   ,               13.0   ,                   2.3   ,                1.8   ,               6.8   ,              0.0   ,              2.3   ,                         5.7   ,              16   , 0.9620   ,               45.8   ,                  2425   ,
2021-07-01 12:58:36 ,         135.0   ,            162.0   ,               38.0   ,              41   ,                1380   ,            160   ,          0   ,                        3   ,                   0   ,                    0   ,               12.8   ,                   2.2   ,                1.7   ,               6.7   ,              0.0   ,              2.2   ,                         5.6   ,              16   , 0.9620   ,               44.4   ,                  2426   ,
2021-07-01 12:58:37 ,         135.0   ,            162.0   ,               38.0   ,              41   ,                1380   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.0   ,                   2.3   ,                1.8   ,               6.8   ,              0.0   ,              2.3   ,                         5.7   ,              16   , 0.9620   ,               42.9   ,                  2426   ,
2021-07-01 12:58:38 ,         135.0   ,            162.0   ,               38.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               12.8   ,                   2.2   ,                1.7   ,               6.7   ,              0.0   ,              2.2   ,                         5.6   ,              16   , 0.9620   ,               41.5   ,                  2425   ,
2021-07-01 12:58:39 ,         135.0   ,            162.0   ,               38.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.0   ,                   2.3   ,                1.8   ,               6.8   ,              0.0   ,              2.3   ,                         5.7   ,              16   , 0.9620   ,               40.0   ,                  2425   ,
2021-07-01 12:58:40 ,         135.0   ,            162.0   ,               38.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               12.9   ,                   2.2   ,                1.8   ,               6.8   ,              0.0   ,              2.2   ,                         5.7   ,              16   , 0.9620   ,               38.6   ,                  2425   ,
2021-07-01 12:58:41 ,         135.0   ,            162.0   ,               38.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.0   ,                   2.2   ,                1.9   ,               6.9   ,              0.0   ,              2.2   ,                         5.7   ,              16   , 0.9620   ,               37.9   ,                  2425   ,
2021-07-01 12:58:42 ,         135.0   ,            162.0   ,               38.0   ,              41   ,                1320   ,            160   ,          0   ,                        3   ,                   0   ,                    0   ,               13.0   ,                   2.3   ,                1.8   ,               6.8   ,              0.0   ,              2.3   ,                         5.7   ,              16   , 0.9620   ,               37.4   ,                  2425   ,
2021-07-01 12:58:43 ,         135.0   ,            162.0   ,               38.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.0   ,                   2.2   ,                1.9   ,               6.9   ,              0.0   ,              2.2   ,                         5.7   ,              16   , 0.9620   ,               37.4   ,                  2424   ,
2021-07-01 12:58:44 ,         135.0   ,            162.0   ,               38.0   ,              41   ,                1380   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.1   ,                   2.3   ,                1.9   ,               6.9   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               37.5   ,                  2421   ,
2021-07-01 12:58:45 ,         135.0   ,            162.0   ,               38.0   ,              41   ,                1380   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               12.9   ,                   2.2   ,                1.8   ,               6.8   ,              0.0   ,              2.2   ,                         5.7   ,              16   , 0.9620   ,               37.4   ,                  2417   ,
2021-07-01 12:58:46 ,         135.0   ,            162.0   ,               38.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.0   ,                   2.3   ,                1.8   ,               6.8   ,              0.0   ,              2.3   ,                         5.7   ,              16   , 0.9620   ,               37.4   ,                  2416   ,
2021-07-01 12:58:47 ,         135.0   ,            162.0   ,               38.0   ,              41   ,                1350   ,            160   ,          0   ,                        3   ,                   0   ,                    0   ,               13.0   ,                   2.2   ,                1.9   ,               6.9   ,              0.0   ,              2.2   ,                         5.7   ,              16   , 0.9620   ,               37.3   ,                  2407   ,
2021-07-01 12:58:48 ,         135.0   ,            162.0   ,               38.0   ,              41   ,                1320   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               12.9   ,                   2.3   ,                1.7   ,               6.7   ,              0.0   ,              2.3   ,                         5.7   ,              16   , 0.9620   ,               37.3   ,                  2404   ,
2021-07-01 12:58:49 ,         135.0   ,            162.0   ,               38.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               12.8   ,                   2.2   ,                1.7   ,               6.7   ,              0.0   ,              2.2   ,                         5.6   ,              16   , 0.9620   ,               37.1   ,                  2404   ,
2021-07-01 12:58:50 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.0   ,                   2.3   ,                1.8   ,               6.8   ,              0.0   ,              2.3   ,                         5.7   ,              16   , 0.9620   ,               37.3   ,                  2402   ,
2021-07-01 12:58:51 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1380   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.1   ,                   2.3   ,                1.9   ,               6.9   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               37.3   ,                  2402   ,
2021-07-01 12:58:52 ,         135.0   ,            162.0   ,               38.0   ,              41   ,                1350   ,            160   ,          0   ,                        3   ,                   0   ,                    0   ,               13.3   ,                   2.3   ,                2.1   ,               7.1   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               37.1   ,                  2402   ,
2021-07-01 12:58:53 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          0   ,                        3   ,                   0   ,                    0   ,               12.8   ,                   2.2   ,                1.7   ,               6.7   ,              0.0   ,              2.2   ,                         5.6   ,              16   , 0.9620   ,               37.0   ,                  2402   ,
2021-07-01 12:58:54 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          0   ,                        3   ,                   0   ,                    0   ,               13.0   ,                   2.2   ,                1.9   ,               6.9   ,              0.0   ,              2.2   ,                         5.7   ,              16   , 0.9620   ,               36.9   ,                  2400   ,
2021-07-01 12:58:55 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1320   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               12.8   ,                   2.2   ,                1.7   ,               6.7   ,              0.0   ,              2.2   ,                         5.6   ,              16   , 0.9620   ,               37.0   ,                  2400   ,
2021-07-01 12:58:56 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.0   ,                   2.2   ,                1.9   ,               6.9   ,              0.0   ,              2.2   ,                         5.7   ,              16   , 0.9620   ,               37.0   ,                  2400   ,
2021-07-01 12:58:57 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.1   ,                   2.3   ,                1.9   ,               6.9   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               37.0   ,                  2399   ,
2021-07-01 12:58:58 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1380   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               12.9   ,                   2.2   ,                1.8   ,               6.8   ,              0.0   ,              2.2   ,                         5.7   ,              16   , 0.9620   ,               37.0   ,                  2399   ,
2021-07-01 12:58:59 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          0   ,                        3   ,                   0   ,                    0   ,               13.0   ,                   2.2   ,                1.9   ,               6.9   ,              0.0   ,              2.2   ,                         5.7   ,              16   , 0.9620   ,               46.4   ,                  2400   ,
2021-07-01 12:59:00 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               12.9   ,                   2.2   ,                1.8   ,               6.8   ,              0.0   ,              2.2   ,                         5.7   ,              16   , 0.9620   ,               44.9   ,                  2400   ,
2021-07-01 12:59:01 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.1   ,                   2.2   ,                2.0   ,               7.0   ,              0.0   ,              2.2   ,                         5.8   ,              16   , 0.9620   ,               43.3   ,                  2399   ,
2021-07-01 12:59:02 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1320   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               12.7   ,                   2.2   ,                1.6   ,               6.6   ,              0.0   ,              2.2   ,                         5.6   ,              16   , 0.9620   ,               41.8   ,                  2402   ,
2021-07-01 12:59:03 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.1   ,                   2.2   ,                2.0   ,               7.0   ,              0.0   ,              2.2   ,                         5.8   ,              16   , 0.9620   ,               40.4   ,                  2402   ,
2021-07-01 12:59:04 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          0   ,                        3   ,                   0   ,                    0   ,               13.0   ,                   2.3   ,                1.8   ,               6.8   ,              0.0   ,              2.3   ,                         5.7   ,              16   , 0.9620   ,               38.9   ,                  2401   ,
2021-07-01 12:59:05 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1380   ,            160   ,          0   ,                        3   ,                   0   ,                    0   ,               13.0   ,                   2.2   ,                1.9   ,               6.9   ,              0.0   ,              2.2   ,                         5.7   ,              16   , 0.9620   ,               37.4   ,                  2400   ,
2021-07-01 12:59:06 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.0   ,                   2.3   ,                1.8   ,               6.8   ,              0.0   ,              2.3   ,                         5.7   ,              16   , 0.9620   ,               36.9   ,                  2396   ,
2021-07-01 12:59:07 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               12.9   ,                   2.2   ,                1.8   ,               6.8   ,              0.0   ,              2.2   ,                         5.7   ,              16   , 0.9620   ,               36.8   ,                  2396   ,
2021-07-01 12:59:08 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1320   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.0   ,                   2.3   ,                1.8   ,               6.8   ,              0.0   ,              2.3   ,                         5.7   ,              16   , 0.9620   ,               36.8   ,                  2396   ,
2021-07-01 12:59:09 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               12.8   ,                   2.2   ,                1.7   ,               6.7   ,              0.0   ,              2.2   ,                         5.6   ,              16   , 0.9620   ,               36.6   ,                  2401   ,
2021-07-01 12:59:10 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.3   ,                   2.3   ,                2.1   ,               7.1   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               36.4   ,                  2400   ,
2021-07-01 12:59:11 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1380   ,            160   ,          0   ,                        3   ,                   0   ,                    0   ,               12.8   ,                   2.2   ,                1.7   ,               6.7   ,              0.0   ,              2.2   ,                         5.6   ,              16   , 0.9620   ,               36.5   ,                  2400   ,
2021-07-01 12:59:12 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.0   ,                   2.2   ,                1.9   ,               6.9   ,              0.0   ,              2.2   ,                         5.7   ,              16   , 0.9620   ,               36.5   ,                  2400   ,
2021-07-01 12:59:13 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               12.9   ,                   2.3   ,                1.7   ,               6.7   ,              0.0   ,              2.3   ,                         5.7   ,              16   , 0.9620   ,               36.5   ,                  2395   ,
2021-07-01 12:59:14 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.1   ,                   2.2   ,                2.0   ,               7.0   ,              0.0   ,              2.2   ,                         5.8   ,              16   , 0.9620   ,               36.5   ,                  2394   ,
2021-07-01 12:59:15 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1320   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.1   ,                   2.3   ,                1.9   ,               6.9   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               36.5   ,                  2394   ,
2021-07-01 12:59:16 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          0   ,                        3   ,                   0   ,                    0   ,               13.0   ,                   2.2   ,                1.9   ,               6.9   ,              0.0   ,              2.2   ,                         5.7   ,              16   , 0.9620   ,               36.5   ,                  2394   ,
2021-07-01 12:59:17 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.0   ,                   2.3   ,                1.8   ,               6.8   ,              0.0   ,              2.3   ,                         5.7   ,              16   , 0.9620   ,               36.3   ,                  2394   ,
2021-07-01 12:59:18 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1380   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               12.8   ,                   2.2   ,                1.7   ,               6.7   ,              0.0   ,              2.2   ,                         5.6   ,              16   , 0.9620   ,               36.3   ,                  2393   ,
2021-07-01 12:59:19 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.1   ,                   2.3   ,                1.9   ,               6.9   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               36.5   ,                  2393   ,
2021-07-01 12:59:20 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               12.8   ,                   2.2   ,                1.7   ,               6.7   ,              0.0   ,              2.2   ,                         5.6   ,              16   , 0.9620   ,               36.4   ,                  2393   ,
2021-07-01 12:59:21 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          0   ,                        3   ,                   0   ,                    0   ,               13.0   ,                   2.2   ,                1.9   ,               6.9   ,              0.0   ,              2.2   ,                         5.7   ,              16   , 0.9620   ,               36.4   ,                  2393   ,
2021-07-01 12:59:22 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1320   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               12.9   ,                   2.3   ,                1.7   ,               6.7   ,              0.0   ,              2.3   ,                         5.7   ,              16   , 0.9620   ,               36.5   ,                  2393   ,
2021-07-01 12:59:23 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.0   ,                   2.2   ,                1.9   ,               6.9   ,              0.0   ,              2.2   ,                         5.7   ,              16   , 0.9620   ,               36.4   ,                  2393   ,
2021-07-01 12:59:24 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.0   ,                   2.3   ,                1.8   ,               6.8   ,              0.0   ,              2.3   ,                         5.7   ,              16   , 0.9620   ,               36.3   ,                  2393   ,
2021-07-01 12:59:25 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1380   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               12.9   ,                   2.2   ,                1.8   ,               6.8   ,              0.0   ,              2.2   ,                         5.7   ,              16   , 0.9620   ,               36.3   ,                  2393   ,
2021-07-01 12:59:26 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               12.9   ,                   2.3   ,                1.7   ,               6.7   ,              0.0   ,              2.3   ,                         5.7   ,              16   , 0.9620   ,               36.3   ,                  2393   ,
2021-07-01 12:59:27 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.0   ,                   2.2   ,                1.9   ,               6.9   ,              0.0   ,              2.2   ,                         5.7   ,              16   , 0.9620   ,               36.3   ,                  2393   ,
2021-07-01 12:59:28 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1320   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               12.9   ,                   2.2   ,                1.8   ,               6.8   ,              0.0   ,              2.2   ,                         5.7   ,              16   , 0.9620   ,               36.5   ,                  2393   ,
2021-07-01 12:59:29 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.2   ,                   2.3   ,                1.9   ,               7.0   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               36.4   ,                  2392   ,
2021-07-01 12:59:30 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.2   ,                   2.2   ,                2.1   ,               7.1   ,              0.0   ,              2.2   ,                         5.8   ,              16   , 0.9620   ,               37.0   ,                  2392   ,
2021-07-01 12:59:31 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1380   ,            160   ,          0   ,                        3   ,                   0   ,                    0   ,               13.0   ,                   2.3   ,                1.8   ,               6.8   ,              0.0   ,              2.3   ,                         5.7   ,              16   , 0.9620   ,               36.5   ,                  2392   ,
2021-07-01 12:59:32 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.1   ,                   2.2   ,                2.0   ,               7.0   ,              0.0   ,              2.2   ,                         5.8   ,              16   , 0.9620   ,               36.3   ,                  2391   ,
2021-07-01 12:59:33 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               12.9   ,                   2.2   ,                1.8   ,               6.8   ,              0.0   ,              2.2   ,                         5.7   ,              16   , 0.9620   ,               36.1   ,                  2391   ,
2021-07-01 12:59:34 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1320   ,            160   ,          0   ,                        3   ,                   0   ,                    0   ,               13.0   ,                   2.2   ,                1.9   ,               6.9   ,              0.0   ,              2.2   ,                         5.7   ,              16   , 0.9620   ,               36.1   ,                  2390   ,
2021-07-01 12:59:35 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          0   ,                        3   ,                   0   ,                    0   ,               13.1   ,                   2.3   ,                1.9   ,               6.9   ,              0.0   ,              2.3   ,                         5.8   ,              16   , 0.9620   ,               36.3   ,                  2385   ,
2021-07-01 12:59:36 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.1   ,                   2.2   ,                1.9   ,               7.0   ,              0.0   ,              2.2   ,                         5.8   ,              16   , 0.9620   ,               36.4   ,                  2382   ,
2021-07-01 12:59:37 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1380   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.1   ,                   2.2   ,                2.0   ,               7.0   ,              0.0   ,              2.2   ,                         5.8   ,              16   , 0.9620   ,               36.3   ,                  2381   ,
2021-07-01 12:59:38 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               12.9   ,                   2.2   ,                1.8   ,               6.8   ,              0.0   ,              2.2   ,                         5.7   ,              16   , 0.9620   ,               36.1   ,                  2381   ,
2021-07-01 12:59:39 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.1   ,                   2.2   ,                2.0   ,               7.0   ,              0.0   ,              2.2   ,                         5.8   ,              16   , 0.9620   ,               36.0   ,                  2381   ,
2021-07-01 12:59:40 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1320   ,            160   ,          0   ,                        3   ,                   0   ,                    0   ,               12.9   ,                   2.3   ,                1.7   ,               6.7   ,              0.0   ,              2.3   ,                         5.7   ,              16   , 0.9620   ,               36.0   ,                  2381   ,
2021-07-01 12:59:41 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          0   ,                        3   ,                   0   ,                    0   ,               13.0   ,                   2.2   ,                1.9   ,               6.9   ,              0.0   ,              2.2   ,                         5.7   ,              16   , 0.9620   ,               36.0   ,                  2381   ,
2021-07-01 12:59:42 ,         135.0   ,            162.0   ,               37.0   ,              41   ,                1350   ,            160   ,          1   ,                        3   ,                   0   ,                    0   ,               13.0   ,                   2.3   ,                1.8   ,               6.8   ,              0.0   ,              2.3   ,                         5.7   ,              16   , 0.9620   ,               35.8   ,                  2381   ,
